sampledate,sampletime,do_wtemp,pco2_ppm,ph
2019-9-1,21:26:00,22.51,47.20,8.90
2019-9-1,21:27:00,22.48,41.50,8.90
2019-9-1,21:28:00,22.48,48.30,8.90
2019-9-1,21:29:00,22.48,48.30,8.90
2019-9-1,21:30:00,22.48,48.30,8.90
2019-9-1,21:31:00,22.45,48.30,8.90
2019-9-1,21:32:00,22.45,44.40,8.90
2019-9-1,21:33:00,22.46,52.90,8.90
2019-9-1,21:34:00,22.46,48.30,8.90
2019-9-1,21:35:00,22.45,47.80,8.90
2019-9-1,21:36:00,22.45,52.90,8.90
2019-9-1,21:37:00,22.44,54.50,8.90
2019-9-1,21:38:00,22.44,54.00,8.90
2019-9-1,21:39:00,22.41,52.90,8.90
2019-9-1,21:40:00,22.41,40.40,8.90
2019-9-1,21:41:00,22.41,54.00,8.90
2019-9-1,21:42:00,22.41,52.90,8.90
2019-9-1,21:43:00,22.43,51.70,8.90
2019-9-1,21:44:00,22.43,49.50,8.90
2019-9-1,21:45:00,22.42,29.10,8.90
2019-9-1,21:46:00,22.42,49.50,8.90
2019-9-1,21:47:00,22.41,49.50,8.90
2019-9-1,21:48:00,22.41,52.90,8.90
2019-9-1,21:49:00,22.38,43.80,8.90
2019-9-1,21:50:00,22.38,50.60,8.90
2019-9-1,21:51:00,22.37,49.50,8.90
2019-9-1,21:52:00,22.37,58.50,8.90
2019-9-1,21:53:00,22.37,49.50,8.90
2019-9-1,21:54:00,22.37,45.00,8.90
2019-9-1,21:55:00,22.36,48.30,8.90
2019-9-1,21:56:00,22.36,49.50,8.90
2019-9-1,21:57:00,22.34,50.60,8.90
2019-9-1,21:58:00,22.34,48.30,8.90
2019-9-1,21:59:00,22.32,47.80,8.90
2019-9-1,22:00:00,22.32,42.70,8.90
2019-9-1,22:01:00,22.31,45.00,8.89
2019-9-1,22:02:00,22.31,46.10,8.89
2019-9-1,22:03:00,22.29,50.60,8.90
2019-9-1,22:04:00,22.29,48.30,8.90
2019-9-1,22:05:00,22.29,47.80,8.89
2019-9-1,22:06:00,22.29,44.40,8.89
2019-9-1,22:07:00,22.28,54.50,8.89
2019-9-1,22:08:00,22.28,55.10,8.89
2019-9-1,22:09:00,22.26,48.30,8.89
2019-9-1,22:10:00,22.26,48.30,8.89
2019-9-1,22:11:00,22.24,47.80,8.89
2019-9-1,22:12:00,22.24,48.30,8.89
2019-9-1,22:13:00,22.21,48.30,8.89
2019-9-1,22:14:00,22.21,50.60,8.89
2019-9-1,22:15:00,22.21,49.50,8.89
2019-9-1,22:16:00,22.21,52.90,8.89
2019-9-1,22:17:00,22.22,55.70,8.89
2019-9-1,22:18:00,22.22,55.10,8.89
2019-9-1,22:19:00,22.21,55.10,8.89
2019-9-1,22:20:00,22.21,56.20,8.89
2019-9-1,22:21:00,22.21,50.60,8.89
2019-9-1,22:22:00,22.21,56.20,8.89
2019-9-1,22:23:00,22.19,56.80,8.89
2019-9-1,22:24:00,22.19,56.20,8.89
2019-9-1,22:25:00,22.21,56.80,8.89
2019-9-1,22:26:00,22.21,56.20,8.89
2019-9-1,22:27:00,22.20,52.90,8.89
2019-9-1,22:28:00,22.20,52.90,8.89
2019-9-1,22:29:00,22.20,52.90,8.89
2019-9-1,22:30:00,22.20,55.10,8.89
2019-9-1,22:31:00,22.20,51.70,8.88
2019-9-1,22:32:00,22.20,56.20,8.88
2019-9-1,22:33:00,22.22,54.50,8.88
2019-9-1,22:34:00,22.22,57.40,8.88
2019-9-1,22:35:00,22.19,56.20,8.88
2019-9-1,22:36:00,22.19,60.80,8.88
2019-9-1,22:37:00,22.18,57.40,8.88
2019-9-1,22:38:00,22.18,54.00,8.88
2019-9-1,22:39:00,22.19,59.60,8.88
2019-9-1,22:40:00,22.19,57.40,8.88
2019-9-1,22:41:00,22.19,59.60,8.88
2019-9-1,22:42:00,22.19,55.10,8.88
2019-9-1,22:43:00,22.17,65.30,8.88
2019-9-1,22:44:00,22.17,47.20,8.88
2019-9-1,22:45:00,22.16,54.00,8.88
2019-9-1,22:46:00,22.16,63.00,8.88
2019-9-1,22:47:00,22.15,51.70,8.88
2019-9-1,22:48:00,22.15,58.50,8.88
2019-9-1,22:49:00,22.14,56.20,8.88
2019-9-1,22:50:00,22.14,56.20,8.88
2019-9-1,22:51:00,22.14,52.90,8.88
2019-9-1,22:52:00,22.14,51.70,8.88
2019-9-1,22:53:00,22.12,55.10,8.88
2019-9-1,22:54:00,22.12,58.50,8.88
2019-9-1,22:55:00,22.10,61.90,8.88
2019-9-1,22:56:00,22.10,67.50,8.88
2019-9-1,22:57:00,22.11,57.40,8.88
2019-9-1,22:58:00,22.11,58.50,8.88
2019-9-1,22:59:00,22.11,64.70,8.88
2019-9-1,23:00:00,22.11,61.90,8.88
2019-9-1,23:01:00,22.09,49.50,8.88
2019-9-1,23:02:00,22.09,58.50,8.88
2019-9-1,23:03:00,22.08,55.10,8.88
2019-9-1,23:04:00,22.08,59.60,8.88
2019-9-1,23:05:00,22.08,59.60,8.87
2019-9-1,23:06:00,22.08,59.10,8.87
2019-9-1,23:07:00,22.08,56.20,8.87
2019-9-1,23:08:00,22.08,61.90,8.87
2019-9-1,23:09:00,22.05,59.10,8.87
2019-9-1,23:10:00,22.05,59.60,8.87
2019-9-1,23:11:00,22.04,59.10,8.87
2019-9-1,23:12:00,22.04,63.00,8.87
2019-9-1,23:13:00,22.03,60.80,8.87
2019-9-1,23:14:00,22.03,60.80,8.87
2019-9-1,23:15:00,22.02,60.80,8.87
2019-9-1,23:16:00,22.02,59.60,8.87
2019-9-1,23:17:00,22.02,59.60,8.87
2019-9-1,23:18:00,22.02,56.80,8.87
2019-9-1,23:19:00,22.01,63.00,8.87
2019-9-1,23:20:00,22.01,63.00,8.87
2019-9-1,23:21:00,21.99,63.60,8.87
2019-9-1,23:22:00,21.99,58.50,8.87
2019-9-1,23:23:00,21.99,57.40,8.87
2019-9-1,23:24:00,21.99,57.40,8.87
2019-9-1,23:25:00,21.97,64.20,8.87
2019-9-1,23:26:00,21.97,43.80,8.87
2019-9-1,23:27:00,21.98,61.90,8.87
2019-9-1,23:28:00,21.98,61.90,8.87
2019-9-1,23:29:00,21.97,63.00,8.87
2019-9-1,23:30:00,21.97,60.80,8.87
2019-9-1,23:31:00,21.94,61.90,8.87
2019-9-1,23:32:00,21.94,63.00,8.87
2019-9-1,23:33:00,21.95,61.30,8.87
2019-9-1,23:34:00,21.95,61.90,8.87
2019-9-1,23:35:00,21.94,61.90,8.87
2019-9-1,23:36:00,21.94,59.60,8.87
2019-9-1,23:37:00,21.94,60.20,8.87
2019-9-1,23:38:00,21.94,46.10,8.87
2019-9-1,23:39:00,21.95,60.80,8.86
2019-9-1,23:40:00,21.95,66.40,8.86
2019-9-1,23:41:00,21.94,66.40,8.86
2019-9-1,23:42:00,21.94,55.10,8.86
2019-9-1,23:43:00,21.94,58.50,8.86
2019-9-1,23:44:00,21.94,59.10,8.86
2019-9-1,23:45:00,21.93,56.80,8.86
2019-9-1,23:46:00,21.93,58.50,8.86
2019-9-1,23:47:00,21.93,58.50,8.86
2019-9-1,23:48:00,21.93,59.60,8.86
2019-9-1,23:49:00,21.91,64.20,8.86
2019-9-1,23:50:00,21.91,71.50,8.86
2019-9-1,23:51:00,21.93,58.50,8.86
2019-9-1,23:52:00,21.93,69.80,8.86
2019-9-1,23:53:00,21.90,64.70,8.86
2019-9-1,23:54:00,21.90,63.00,8.86
2019-9-1,23:55:00,21.91,55.10,8.86
2019-9-1,23:56:00,21.91,63.00,8.86
2019-9-1,23:57:00,21.89,69.20,8.86
2019-9-1,23:58:00,21.89,68.70,8.86
2019-9-1,23:59:00,21.86,69.80,8.87
2019-9-2,00:00:00,21.86,61.90,8.87
2019-9-2,00:01:00,21.86,60.80,8.87
2019-9-2,00:02:00,21.86,65.30,8.87
2019-9-2,00:03:00,21.85,59.60,8.87
2019-9-2,00:04:00,21.85,59.60,8.87
2019-9-2,00:05:00,21.84,63.00,8.87
2019-9-2,00:06:00,21.84,56.20,8.87
2019-9-2,00:07:00,21.84,64.20,8.87
2019-9-2,00:08:00,21.84,61.90,8.87
2019-9-2,00:09:00,21.84,61.90,8.87
2019-9-2,00:10:00,21.84,63.00,8.87
2019-9-2,00:11:00,21.83,63.00,8.86
2019-9-2,00:12:00,21.83,63.00,8.86
2019-9-2,00:13:00,21.81,54.50,8.87
2019-9-2,00:14:00,21.81,56.20,8.87
2019-9-2,00:15:00,21.82,58.50,8.86
2019-9-2,00:16:00,21.82,56.80,8.86
2019-9-2,00:17:00,21.80,52.90,8.86
2019-9-2,00:18:00,21.80,58.50,8.86
2019-9-2,00:19:00,21.81,52.90,8.86
2019-9-2,00:20:00,21.81,57.40,8.86
2019-9-2,00:21:00,21.80,58.50,8.86
2019-9-2,00:22:00,21.80,60.80,8.86
2019-9-2,00:23:00,21.79,61.90,8.86
2019-9-2,00:24:00,21.79,54.00,8.86
2019-9-2,00:25:00,21.77,54.60,8.86
2019-9-2,00:26:00,21.77,55.70,8.86
2019-9-2,00:27:00,21.77,58.50,8.86
2019-9-2,00:28:00,21.77,58.50,8.86
2019-9-2,00:29:00,21.77,59.10,8.86
2019-9-2,00:30:00,21.77,57.40,8.86
2019-9-2,00:31:00,21.76,60.80,8.85
2019-9-2,00:32:00,21.76,59.60,8.85
2019-9-2,00:33:00,21.76,57.40,8.85
2019-9-2,00:34:00,21.76,58.50,8.85
2019-9-2,00:35:00,21.75,58.50,8.85
2019-9-2,00:36:00,21.75,51.70,8.85
2019-9-2,00:37:00,21.74,59.60,8.85
2019-9-2,00:38:00,21.74,58.00,8.85
2019-9-2,00:39:00,21.73,58.00,8.85
2019-9-2,00:40:00,21.73,57.40,8.85
2019-9-2,00:41:00,21.73,66.40,8.85
2019-9-2,00:42:00,21.73,63.00,8.85
2019-9-2,00:43:00,21.71,69.80,8.84
2019-9-2,00:44:00,21.71,68.70,8.84
2019-9-2,00:45:00,21.73,65.30,8.85
2019-9-2,00:46:00,21.73,60.80,8.85
2019-9-2,00:47:00,21.71,61.30,8.85
2019-9-2,00:48:00,21.71,71.00,8.85
2019-9-2,00:49:00,21.70,65.30,8.84
2019-9-2,00:50:00,21.70,66.40,8.84
2019-9-2,00:51:00,21.69,63.00,8.84
2019-9-2,00:52:00,21.69,63.00,8.84
2019-9-2,00:53:00,21.70,50.60,8.84
2019-9-2,00:54:00,21.70,65.30,8.84
2019-9-2,00:55:00,21.68,58.50,8.84
2019-9-2,00:56:00,21.68,65.30,8.84
2019-9-2,00:57:00,21.68,63.60,8.84
2019-9-2,00:58:00,21.68,64.20,8.84
2019-9-2,00:59:00,21.66,63.00,8.83
2019-9-2,01:00:00,21.66,63.00,8.83
2019-9-2,01:01:00,21.65,55.10,8.83
2019-9-2,01:02:00,21.65,58.50,8.83
2019-9-2,01:03:00,21.64,66.40,8.83
2019-9-2,01:04:00,21.64,65.30,8.83
2019-9-2,01:05:00,21.63,72.10,8.83
2019-9-2,01:06:00,21.63,71.50,8.83
2019-9-2,01:07:00,21.63,67.60,8.82
2019-9-2,01:08:00,21.63,66.40,8.82
2019-9-2,01:09:00,21.62,67.00,8.83
2019-9-2,01:10:00,21.62,67.60,8.83
2019-9-2,01:11:00,21.64,67.00,8.82
2019-9-2,01:12:00,21.64,74.30,8.82
2019-9-2,01:13:00,21.63,73.20,8.82
2019-9-2,01:14:00,21.63,69.80,8.82
2019-9-2,01:15:00,21.63,57.40,8.82
2019-9-2,01:16:00,21.63,72.10,8.82
2019-9-2,01:17:00,21.63,65.30,8.81
2019-9-2,01:18:00,21.63,74.30,8.81
2019-9-2,01:19:00,21.62,74.30,8.81
2019-9-2,01:20:00,21.62,71.00,8.81
2019-9-2,01:21:00,21.61,76.60,8.80
2019-9-2,01:22:00,21.61,72.10,8.80
2019-9-2,01:23:00,21.60,74.30,8.81
2019-9-2,01:24:00,21.60,74.30,8.81
2019-9-2,01:25:00,21.58,87.90,8.80
2019-9-2,01:26:00,21.58,89.00,8.80
2019-9-2,01:27:00,21.58,81.70,8.80
2019-9-2,01:28:00,21.58,81.10,8.80
2019-9-2,01:29:00,21.57,80.00,8.80
2019-9-2,01:30:00,21.57,84.50,8.80
2019-9-2,01:31:00,21.55,84.50,8.80
2019-9-2,01:32:00,21.55,83.40,8.80
2019-9-2,01:33:00,21.57,87.90,8.80
2019-9-2,01:34:00,21.57,86.80,8.80
2019-9-2,01:35:00,21.56,81.10,8.80
2019-9-2,01:36:00,21.56,91.30,8.80
2019-9-2,01:37:00,21.55,82.80,8.80
2019-9-2,01:38:00,21.55,84.50,8.80
2019-9-2,01:39:00,21.55,89.60,8.80
2019-9-2,01:40:00,21.55,89.00,8.80
2019-9-2,01:41:00,21.55,91.30,8.79
2019-9-2,01:42:00,21.55,83.40,8.79
2019-9-2,01:43:00,21.53,87.90,8.79
2019-9-2,01:44:00,21.53,87.90,8.79
2019-9-2,01:45:00,21.53,86.80,8.79
2019-9-2,01:46:00,21.53,83.40,8.79
2019-9-2,01:47:00,21.52,90.20,8.79
2019-9-2,01:48:00,21.52,98.10,8.79
2019-9-2,01:49:00,21.52,92.40,8.79
2019-9-2,01:50:00,21.52,92.40,8.79
2019-9-2,01:51:00,21.51,94.10,8.79
2019-9-2,01:52:00,21.51,86.20,8.79
2019-9-2,01:53:00,21.49,87.90,8.79
2019-9-2,01:54:00,21.49,92.40,8.79
2019-9-2,01:55:00,21.48,90.20,8.79
2019-9-2,01:56:00,21.48,89.00,8.79
2019-9-2,01:57:00,21.49,93.60,8.78
2019-9-2,01:58:00,21.49,85.70,8.78
2019-9-2,01:59:00,21.49,86.80,8.78
2019-9-2,02:00:00,21.49,86.80,8.78
2019-9-2,02:01:00,21.48,99.20,8.78
2019-9-2,02:02:00,21.48,97.00,8.78
2019-9-2,02:03:00,21.46,98.10,8.78
2019-9-2,02:04:00,21.46,97.00,8.78
2019-9-2,02:05:00,21.45,98.10,8.77
2019-9-2,02:06:00,21.45,93.60,8.77
2019-9-2,02:07:00,21.47,91.30,8.77
2019-9-2,02:08:00,21.47,98.10,8.77
2019-9-2,02:09:00,21.45,92.40,8.77
2019-9-2,02:10:00,21.45,98.10,8.77
2019-9-2,02:11:00,21.45,108.30,8.77
2019-9-2,02:12:00,21.45,107.70,8.77
2019-9-2,02:13:00,21.46,104.90,8.77
2019-9-2,02:14:00,21.46,106.00,8.77
2019-9-2,02:15:00,21.46,100.40,8.76
2019-9-2,02:16:00,21.46,99.20,8.76
2019-9-2,02:17:00,21.45,101.50,8.76
2019-9-2,02:18:00,21.45,100.40,8.76
2019-9-2,02:19:00,21.46,100.40,8.77
2019-9-2,02:20:00,21.46,108.80,8.77
2019-9-2,02:21:00,21.45,102.10,8.77
2019-9-2,02:22:00,21.45,102.60,8.77
2019-9-2,02:23:00,21.46,111.10,8.76
2019-9-2,02:24:00,21.46,110.50,8.76
2019-9-2,02:25:00,21.44,95.80,8.76
2019-9-2,02:26:00,21.44,102.60,8.76
2019-9-2,02:27:00,21.44,104.90,8.76
2019-9-2,02:28:00,21.44,123.00,8.76
2019-9-2,02:29:00,21.45,98.70,8.76
2019-9-2,02:30:00,21.45,109.40,8.76
2019-9-2,02:31:00,21.45,111.70,8.76
2019-9-2,02:32:00,21.45,109.40,8.76
2019-9-2,02:33:00,21.42,110.50,8.76
2019-9-2,02:34:00,21.42,113.90,8.76
2019-9-2,02:35:00,21.43,110.50,8.75
2019-9-2,02:36:00,21.43,109.40,8.75
2019-9-2,02:37:00,21.43,110.60,8.76
2019-9-2,02:38:00,21.43,108.30,8.76
2019-9-2,02:39:00,21.41,111.70,8.76
2019-9-2,02:40:00,21.41,119.60,8.76
2019-9-2,02:41:00,21.40,128.60,8.75
2019-9-2,02:42:00,21.40,112.80,8.75
2019-9-2,02:43:00,21.41,112.80,8.75
2019-9-2,02:44:00,21.41,119.60,8.75
2019-9-2,02:45:00,21.39,122.40,8.75
2019-9-2,02:46:00,21.39,121.80,8.75
2019-9-2,02:47:00,21.39,120.70,8.75
2019-9-2,02:48:00,21.39,117.30,8.75
2019-9-2,02:49:00,21.39,124.10,8.75
2019-9-2,02:50:00,21.39,121.80,8.75
2019-9-2,02:51:00,21.40,120.20,8.75
2019-9-2,02:52:00,21.40,122.40,8.75
2019-9-2,02:53:00,21.40,121.90,8.75
2019-9-2,02:54:00,21.40,121.90,8.75
2019-9-2,02:55:00,21.40,119.00,8.75
2019-9-2,02:56:00,21.40,113.90,8.75
2019-9-2,02:57:00,21.39,115.10,8.74
2019-9-2,02:58:00,21.39,116.20,8.74
2019-9-2,02:59:00,21.39,110.00,8.75
2019-9-2,03:00:00,21.39,123.00,8.75
2019-9-2,03:01:00,21.39,124.70,8.74
2019-9-2,03:02:00,21.39,127.50,8.74
2019-9-2,03:03:00,21.39,121.90,8.74
2019-9-2,03:04:00,21.39,127.50,8.74
2019-9-2,03:05:00,21.39,124.10,8.74
2019-9-2,03:06:00,21.39,123.00,8.74
2019-9-2,03:07:00,21.39,132.00,8.74
2019-9-2,03:08:00,21.39,121.90,8.74
2019-9-2,03:09:00,21.38,129.80,8.75
2019-9-2,03:10:00,21.38,130.90,8.75
2019-9-2,03:11:00,21.38,122.40,8.74
2019-9-2,03:12:00,21.38,121.90,8.74
2019-9-2,03:13:00,21.38,121.90,8.74
2019-9-2,03:14:00,21.38,121.90,8.74
2019-9-2,03:15:00,21.38,129.80,8.74
2019-9-2,03:16:00,21.38,124.10,8.74
2019-9-2,03:17:00,21.38,124.70,8.74
2019-9-2,03:18:00,21.38,136.60,8.74
2019-9-2,03:19:00,21.38,134.30,8.74
2019-9-2,03:20:00,21.38,136.60,8.74
2019-9-2,03:21:00,21.38,141.10,8.74
2019-9-2,03:22:00,21.38,134.90,8.74
2019-9-2,03:23:00,21.38,136.60,8.74
2019-9-2,03:24:00,21.38,145.60,8.74
2019-9-2,03:25:00,21.37,147.30,8.73
2019-9-2,03:26:00,21.37,130.90,8.73
2019-9-2,03:27:00,21.37,130.90,8.74
2019-9-2,03:28:00,21.37,133.20,8.74
2019-9-2,03:29:00,21.36,134.30,8.74
2019-9-2,03:30:00,21.36,134.30,8.74
2019-9-2,03:31:00,21.34,147.30,8.74
2019-9-2,03:32:00,21.34,147.30,8.74
2019-9-2,03:33:00,21.35,146.70,8.74
2019-9-2,03:34:00,21.35,136.60,8.74
2019-9-2,03:35:00,21.34,142.20,8.74
2019-9-2,03:36:00,21.34,140.00,8.74
2019-9-2,03:37:00,21.35,136.60,8.74
2019-9-2,03:38:00,21.35,141.10,8.74
2019-9-2,03:39:00,,133.70,8.74
2019-9-2,03:40:00,,142.20,8.74
2019-9-2,03:41:00,21.35,138.80,8.73
2019-9-2,03:42:00,21.35,142.20,8.73
2019-9-2,03:43:00,21.36,146.70,8.74
2019-9-2,03:44:00,21.36,135.40,8.74
2019-9-2,03:45:00,21.36,136.60,8.73
2019-9-2,03:46:00,21.36,138.80,8.73
2019-9-2,03:47:00,21.35,136.60,8.74
2019-9-2,03:48:00,21.35,147.90,8.74
2019-9-2,03:49:00,21.36,144.50,8.74
2019-9-2,03:50:00,21.36,142.20,8.74
2019-9-2,03:51:00,21.34,142.80,8.74
2019-9-2,03:52:00,21.34,147.90,8.74
2019-9-2,03:53:00,21.35,144.50,8.74
2019-9-2,03:54:00,21.35,149.00,8.74
2019-9-2,03:55:00,21.36,145.10,8.74
2019-9-2,03:56:00,21.36,145.60,8.74
2019-9-2,03:57:00,21.36,144.50,8.74
2019-9-2,03:58:00,21.36,147.90,8.74
2019-9-2,03:59:00,21.35,147.90,8.74
2019-9-2,04:00:00,21.35,149.00,8.74
2019-9-2,04:01:00,21.35,144.50,8.74
2019-9-2,04:02:00,21.35,143.40,8.74
2019-9-2,04:03:00,21.35,145.10,8.74
2019-9-2,04:04:00,21.35,150.10,8.74
2019-9-2,04:05:00,21.36,151.30,8.74
2019-9-2,04:06:00,21.36,149.00,8.74
2019-9-2,04:07:00,21.36,147.90,8.74
2019-9-2,04:08:00,21.36,149.00,8.74
2019-9-2,04:09:00,21.36,149.00,8.73
2019-9-2,04:10:00,21.36,149.60,8.73
2019-9-2,04:11:00,21.36,149.00,8.74
2019-9-2,04:12:00,21.36,147.90,8.74
2019-9-2,04:13:00,21.36,154.70,8.74
2019-9-2,04:14:00,21.36,142.20,8.74
2019-9-2,04:15:00,21.36,145.10,8.73
2019-9-2,04:16:00,21.36,147.30,8.73
2019-9-2,04:17:00,21.36,145.60,8.74
2019-9-2,04:18:00,21.36,153.50,8.74
2019-9-2,04:19:00,21.36,152.40,8.74
2019-9-2,04:20:00,21.36,143.40,8.74
2019-9-2,04:21:00,21.36,134.90,8.74
2019-9-2,04:22:00,21.36,141.10,8.74
2019-9-2,04:23:00,21.35,162.60,8.74
2019-9-2,04:24:00,21.35,141.10,8.74
2019-9-2,04:25:00,21.35,145.60,8.74
2019-9-2,04:26:00,21.35,143.40,8.74
2019-9-2,04:27:00,21.36,139.40,8.74
2019-9-2,04:28:00,21.36,144.50,8.74
2019-9-2,04:29:00,21.36,144.50,8.74
2019-9-2,04:30:00,21.36,141.10,8.74
2019-9-2,04:31:00,21.35,146.70,8.74
2019-9-2,04:32:00,21.35,135.40,8.74
2019-9-2,04:33:00,21.36,134.30,8.74
2019-9-2,04:34:00,21.36,135.40,8.74
2019-9-2,04:35:00,21.36,154.70,8.74
2019-9-2,04:36:00,21.36,143.40,8.74
2019-9-2,04:37:00,21.36,142.20,8.75
2019-9-2,04:38:00,21.36,128.70,8.75
2019-9-2,04:39:00,21.37,142.20,8.75
2019-9-2,04:40:00,21.37,133.20,8.75
2019-9-2,04:41:00,21.37,147.30,8.75
2019-9-2,04:42:00,21.37,144.50,8.75
2019-9-2,04:43:00,21.37,135.40,8.75
2019-9-2,04:44:00,21.37,135.40,8.75
2019-9-2,04:45:00,21.38,130.90,8.76
2019-9-2,04:46:00,21.38,136.60,8.76
2019-9-2,04:47:00,21.39,136.00,8.76
2019-9-2,04:48:00,21.39,136.00,8.76
2019-9-2,04:49:00,21.39,134.30,8.76
2019-9-2,04:50:00,21.39,125.30,8.76
2019-9-2,04:51:00,21.39,133.20,8.76
2019-9-2,04:52:00,21.39,127.50,8.76
2019-9-2,04:53:00,21.39,127.50,8.77
2019-9-2,04:54:00,21.39,128.70,8.77
2019-9-2,04:55:00,21.39,127.50,8.77
2019-9-2,04:56:00,21.39,130.90,8.77
2019-9-2,04:57:00,21.40,133.70,8.77
2019-9-2,04:58:00,21.40,133.20,8.77
2019-9-2,04:59:00,21.40,118.50,8.77
2019-9-2,05:00:00,21.40,137.70,8.77
2019-9-2,05:01:00,21.40,124.10,8.77
2019-9-2,05:02:00,21.40,125.30,8.77
2019-9-2,05:03:00,21.40,123.00,8.77
2019-9-2,05:04:00,21.40,121.90,8.77
2019-9-2,05:05:00,21.40,123.60,8.77
2019-9-2,05:06:00,21.40,123.00,8.77
2019-9-2,05:07:00,21.41,132.00,8.78
2019-9-2,05:08:00,21.41,124.10,8.78
2019-9-2,05:09:00,21.41,121.90,8.78
2019-9-2,05:10:00,21.41,121.90,8.78
2019-9-2,05:11:00,21.42,115.10,8.78
2019-9-2,05:12:00,21.42,104.90,8.78
2019-9-2,05:13:00,21.42,118.50,8.78
2019-9-2,05:14:00,21.42,115.10,8.78
2019-9-2,05:15:00,21.42,116.20,8.78
2019-9-2,05:16:00,21.42,118.50,8.78
2019-9-2,05:17:00,21.43,120.70,8.78
2019-9-2,05:18:00,21.43,121.90,8.78
2019-9-2,05:19:00,21.51,116.20,8.80
2019-9-2,05:20:00,21.51,115.10,8.80
2019-9-2,05:21:00,21.52,113.40,8.80
2019-9-2,05:22:00,21.52,117.30,8.80
2019-9-2,05:23:00,21.53,115.10,8.80
2019-9-2,05:24:00,21.53,110.60,8.80
2019-9-2,05:25:00,21.52,112.80,8.80
2019-9-2,05:26:00,21.52,112.80,8.80
2019-9-2,05:27:00,21.53,104.90,8.80
2019-9-2,05:28:00,21.53,103.80,8.80
2019-9-2,05:29:00,21.55,103.80,8.80
2019-9-2,05:30:00,21.55,103.80,8.80
2019-9-2,05:31:00,21.55,105.50,8.80
2019-9-2,05:32:00,21.55,109.40,8.80
2019-9-2,05:33:00,21.55,109.40,8.80
2019-9-2,05:34:00,21.55,103.80,8.80
2019-9-2,05:35:00,21.56,103.80,8.80
2019-9-2,05:36:00,21.56,104.90,8.80
2019-9-2,05:37:00,21.55,104.90,8.80
2019-9-2,05:38:00,21.55,103.80,8.80
2019-9-2,05:39:00,21.56,101.50,8.80
2019-9-2,05:40:00,21.56,103.80,8.80
2019-9-2,05:41:00,21.55,104.90,8.80
2019-9-2,05:42:00,21.55,103.80,8.80
2019-9-2,05:43:00,21.55,102.60,8.80
2019-9-2,05:44:00,21.55,103.80,8.80
2019-9-2,05:45:00,21.54,102.60,8.80
2019-9-2,05:46:00,21.54,102.60,8.80
2019-9-2,05:47:00,21.55,102.10,8.80
2019-9-2,05:48:00,21.55,101.50,8.80
2019-9-2,05:49:00,21.55,99.30,8.79
2019-9-2,05:50:00,21.55,100.40,8.79
2019-9-2,05:51:00,21.55,100.40,8.80
2019-9-2,05:52:00,21.55,100.40,8.80
2019-9-2,05:53:00,21.54,95.90,8.79
2019-9-2,05:54:00,21.54,97.00,8.79
2019-9-2,05:55:00,21.55,101.00,8.79
2019-9-2,05:56:00,21.55,98.10,8.79
2019-9-2,05:57:00,21.55,95.90,8.79
2019-9-2,05:58:00,21.55,98.10,8.79
2019-9-2,05:59:00,21.55,93.60,8.79
2019-9-2,06:00:00,21.55,98.10,8.79
2019-9-2,06:01:00,21.55,101.50,8.79
2019-9-2,06:02:00,21.55,100.40,8.79
2019-9-2,06:03:00,21.55,95.30,8.79
2019-9-2,06:04:00,21.55,98.10,8.79
2019-9-2,06:05:00,21.54,99.80,8.79
2019-9-2,06:06:00,21.54,104.90,8.79
2019-9-2,06:07:00,21.54,91.30,8.79
2019-9-2,06:08:00,21.54,97.00,8.79
2019-9-2,06:09:00,21.54,96.40,8.79
2019-9-2,06:10:00,21.54,108.30,8.79
2019-9-2,06:11:00,21.53,97.00,8.79
2019-9-2,06:12:00,21.53,100.40,8.79
2019-9-2,06:13:00,21.53,100.40,8.79
2019-9-2,06:14:00,21.53,101.00,8.79
2019-9-2,06:15:00,21.53,108.30,8.79
2019-9-2,06:16:00,21.53,115.10,8.79
2019-9-2,06:17:00,21.53,103.80,8.79
2019-9-2,06:18:00,21.53,106.00,8.79
2019-9-2,06:19:00,21.52,102.60,8.79
2019-9-2,06:20:00,21.52,102.60,8.79
2019-9-2,06:21:00,21.53,102.60,8.79
2019-9-2,06:22:00,21.53,106.00,8.79
2019-9-2,06:23:00,21.53,109.40,8.79
2019-9-2,06:24:00,21.53,109.40,8.79
2019-9-2,06:25:00,21.53,104.90,8.79
2019-9-2,06:26:00,21.53,108.90,8.79
2019-9-2,06:27:00,21.53,109.40,8.79
2019-9-2,06:28:00,21.53,109.40,8.79
2019-9-2,06:29:00,21.52,105.50,8.78
2019-9-2,06:30:00,21.52,106.00,8.78
2019-9-2,06:31:00,21.51,121.90,8.79
2019-9-2,06:32:00,21.51,110.60,8.79
2019-9-2,06:33:00,21.52,108.30,8.78
2019-9-2,06:34:00,21.52,106.00,8.78
2019-9-2,06:35:00,21.51,108.30,8.79
2019-9-2,06:36:00,21.51,108.30,8.79
2019-9-2,06:37:00,21.50,107.20,8.79
2019-9-2,06:38:00,21.50,98.10,8.79
2019-9-2,06:39:00,21.51,104.90,8.79
2019-9-2,06:40:00,21.51,123.00,8.79
2019-9-2,06:41:00,21.52,110.60,8.79
2019-9-2,06:42:00,21.52,101.50,8.79
2019-9-2,06:43:00,21.51,118.50,8.79
2019-9-2,06:44:00,21.51,101.50,8.79
